Year,Country,CountryCode,ParentCountry,ParentCountryCode,Sex,SexCode,AgeGroup,AgeGroupCode,SuicideRate
2019,Antigua and Barbuda,ATG,Americas,AMR,Both sexes,BTSX,15-24 years,YEARS15-24,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Both sexes,BTSX,25-34 years,YEARS25-34,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Both sexes,BTSX,35-44 years,YEARS35-44,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Both sexes,BTSX,45-54 years,YEARS45-54,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Both sexes,BTSX,65-74 years,YEARS65-74,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Both sexes,BTSX,75-84 years,YEARS75-84,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Both sexes,BTSX,85+ years,YEARS85PLUS,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Female,FMLE,15-24 years,YEARS15-24,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Female,FMLE,25-34 years,YEARS25-34,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Female,FMLE,35-44 years,YEARS35-44,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Female,FMLE,45-54 years,YEARS45-54,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Female,FMLE,65-74 years,YEARS65-74,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Female,FMLE,75-84 years,YEARS75-84,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Female,FMLE,85+ years,YEARS85PLUS,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Male,MLE,15-24 years,YEARS15-24,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Male,MLE,25-34 years,YEARS25-34,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Male,MLE,35-44 years,YEARS35-44,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Male,MLE,45-54 years,YEARS45-54,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Male,MLE,55-64 years,YEARS55-64,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Male,MLE,65-74 years,YEARS65-74,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Male,MLE,75-84 years,YEARS75-84,0.0
2019,Antigua and Barbuda,ATG,Americas,AMR,Male,MLE,85+ years,YEARS85PLUS,0.0
2019,Barbados,BRB,Americas,AMR,Both sexes,BTSX,15-24 years,YEARS15-24,0.0
2019,Barbados,BRB,Americas,AMR,Both sexes,BTSX,25-34 years,YEARS25-34,0.0
2019,Barbados,BRB,Americas,AMR,Both sexes,BTSX,55-64 years,YEARS55-64,0.0
2019,Barbados,BRB,Americas,AMR,Both sexes,BTSX,65-74 years,YEARS65-74,0.0
2019,Barbados,BRB,Americas,AMR,Both sexes,BTSX,85+ years,YEARS85PLUS,0.0
2019,Barbados,BRB,Americas,AMR,Female,FMLE,15-24 years,YEARS15-24,0.0
2019,Barbados,BRB,Americas,AMR,Female,FMLE,25-34 years,YEARS25-34,0.0
2019,Barbados,BRB,Americas,AMR,Female,FMLE,35-44 years,YEARS35-44,0.0
2019,Barbados,BRB,Americas,AMR,Female,FMLE,45-54 years,YEARS45-54,0.0
2019,Barbados,BRB,Americas,AMR,Female,FMLE,55-64 years,YEARS55-64,0.0
2019,Barbados,BRB,Americas,AMR,Female,FMLE,65-74 years,YEARS65-74,0.0
2019,Barbados,BRB,Americas,AMR,Female,FMLE,85+ years,YEARS85PLUS,0.0
2019,Barbados,BRB,Americas,AMR,Male,MLE,15-24 years,YEARS15-24,0.0
2019,Barbados,BRB,Americas,AMR,Male,MLE,25-34 years,YEARS25-34,0.0
2019,Barbados,BRB,Americas,AMR,Male,MLE,55-64 years,YEARS55-64,0.0
2019,Barbados,BRB,Americas,AMR,Male,MLE,65-74 years,YEARS65-74,0.0
2019,Barbados,BRB,Americas,AMR,Male,MLE,75-84 years,YEARS75-84,0.0
2019,Barbados,BRB,Americas,AMR,Male,MLE,85+ years,YEARS85PLUS,0.0
2019,Brunei Darussalam,BRN,Western Pacific,WPR,Both sexes,BTSX,15-24 years,YEARS15-24,0.0
2019,Brunei Darussalam,BRN,Western Pacific,WPR,Both sexes,BTSX,55-64 years,YEARS55-64,0.0
2019,Brunei Darussalam,BRN,Western Pacific,WPR,Both sexes,BTSX,65-74 years,YEARS65-74,0.0
2019,Brunei Darussalam,BRN,Western Pacific,WPR,Female,FMLE,15-24 years,YEARS15-24,0.0
2019,Brunei Darussalam,BRN,Western Pacific,WPR,Female,FMLE,35-44 years,YEARS35-44,0.0
2019,Brunei Darussalam,BRN,Western Pacific,WPR,Female,FMLE,55-64 years,YEARS55-64,0.0
2019,Brunei Darussalam,BRN,Western Pacific,WPR,Female,FMLE,65-74 years,YEARS65-74,0.0
2019,Brunei Darussalam,BRN,Western Pacific,WPR,Female,FMLE,75-84 years,YEARS75-84,0.0
2019,Brunei Darussalam,BRN,Western Pacific,WPR,Female,FMLE,85+ years,YEARS85PLUS,0.0
2019,Brunei Darussalam,BRN,Western Pacific,WPR,Male,MLE,15-24 years,YEARS15-24,0.0
2019,Brunei Darussalam,BRN,Western Pacific,WPR,Male,MLE,55-64 years,YEARS55-64,0.0
2019,Brunei Darussalam,BRN,Western Pacific,WPR,Male,MLE,65-74 years,YEARS65-74,0.0
2019,Costa Rica,CRI,Americas,AMR,Female,FMLE,75-84 years,YEARS75-84,0.0
2019,Costa Rica,CRI,Americas,AMR,Female,FMLE,85+ years,YEARS85PLUS,0.0
2019,Grenada,GRD,Americas,AMR,Both sexes,BTSX,15-24 years,YEARS15-24,0.0
2019,Grenada,GRD,Americas,AMR,Both sexes,BTSX,25-34 years,YEARS25-34,0.0
2019,Grenada,GRD,Americas,AMR,Both sexes,BTSX,35-44 years,YEARS35-44,0.0
2019,Grenada,GRD,Americas,AMR,Both sexes,BTSX,45-54 years,YEARS45-54,0.0
2019,Grenada,GRD,Americas,AMR,Both sexes,BTSX,55-64 years,YEARS55-64,0.0
2019,Grenada,GRD,Americas,AMR,Both sexes,BTSX,75-84 years,YEARS75-84,0.0
2019,Grenada,GRD,Americas,AMR,Both sexes,BTSX,85+ years,YEARS85PLUS,0.0
2019,Grenada,GRD,Americas,AMR,Female,FMLE,15-24 years,YEARS15-24,0.0
2019,Grenada,GRD,Americas,AMR,Female,FMLE,25-34 years,YEARS25-34,0.0
2019,Grenada,GRD,Americas,AMR,Female,FMLE,35-44 years,YEARS35-44,0.0
2019,Grenada,GRD,Americas,AMR,Female,FMLE,45-54 years,YEARS45-54,0.0
2019,Grenada,GRD,Americas,AMR,Female,FMLE,55-64 years,YEARS55-64,0.0
2019,Grenada,GRD,Americas,AMR,Female,FMLE,65-74 years,YEARS65-74,0.0
2019,Grenada,GRD,Americas,AMR,Female,FMLE,75-84 years,YEARS75-84,0.0
2019,Grenada,GRD,Americas,AMR,Female,FMLE,85+ years,YEARS85PLUS,0.0
2019,Grenada,GRD,Americas,AMR,Male,MLE,15-24 years,YEARS15-24,0.0
2019,Grenada,GRD,Americas,AMR,Male,MLE,25-34 years,YEARS25-34,0.0
2019,Grenada,GRD,Americas,AMR,Male,MLE,35-44 years,YEARS35-44,0.0
2019,Grenada,GRD,Americas,AMR,Male,MLE,45-54 years,YEARS45-54,0.0
2019,Grenada,GRD,Americas,AMR,Male,MLE,55-64 years,YEARS55-64,0.0
2019,Grenada,GRD,Americas,AMR,Male,MLE,75-84 years,YEARS75-84,0.0
2019,Grenada,GRD,Americas,AMR,Male,MLE,85+ years,YEARS85PLUS,0.0
2019,Guyana,GUY,Americas,AMR,Female,FMLE,85+ years,YEARS85PLUS,0.0
2019,Iceland,ISL,Europe,EUR,Both sexes,BTSX,75-84 years,YEARS75-84,0.0
2019,Iceland,ISL,Europe,EUR,Both sexes,BTSX,85+ years,YEARS85PLUS,0.0
2019,Iceland,ISL,Europe,EUR,Female,FMLE,25-34 years,YEARS25-34,0.0
2019,Iceland,ISL,Europe,EUR,Female,FMLE,35-44 years,YEARS35-44,0.0
2019,Iceland,ISL,Europe,EUR,Female,FMLE,75-84 years,YEARS75-84,0.0
2019,Iceland,ISL,Europe,EUR,Female,FMLE,85+ years,YEARS85PLUS,0.0
2019,Iceland,ISL,Europe,EUR,Male,MLE,75-84 years,YEARS75-84,0.0
2019,Iceland,ISL,Europe,EUR,Male,MLE,85+ years,YEARS85PLUS,0.0
2019,Malta,MLT,Europe,EUR,Female,FMLE,85+ years,YEARS85PLUS,0.0
2019,Mauritius,MUS,Africa,AFR,Female,FMLE,75-84 years,YEARS75-84,0.0
2019,Mauritius,MUS,Africa,AFR,Female,FMLE,85+ years,YEARS85PLUS,0.0
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Both sexes,BTSX,45-54 years,YEARS45-54,0.0
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Both sexes,BTSX,55-64 years,YEARS55-64,0.0
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Both sexes,BTSX,65-74 years,YEARS65-74,0.0
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Both sexes,BTSX,85+ years,YEARS85PLUS,0.0
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Female,FMLE,15-24 years,YEARS15-24,0.0
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Female,FMLE,25-34 years,YEARS25-34,0.0
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Female,FMLE,35-44 years,YEARS35-44,0.0
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Female,FMLE,45-54 years,YEARS45-54,0.0
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Female,FMLE,55-64 years,YEARS55-64,0.0
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Female,FMLE,65-74 years,YEARS65-74,0.0
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Female,FMLE,75-84 years,YEARS75-84,0.0
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Female,FMLE,85+ years,YEARS85PLUS,0.0
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Male,MLE,45-54 years,YEARS45-54,0.0
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Male,MLE,55-64 years,YEARS55-64,0.0
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Male,MLE,65-74 years,YEARS65-74,0.0
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Male,MLE,85+ years,YEARS85PLUS,0.0
2019,Barbados,BRB,Americas,AMR,Both sexes,BTSX,35-44 years,YEARS35-44,0.35
2019,Panama,PAN,Americas,AMR,Female,FMLE,35-44 years,YEARS35-44,0.47
2019,Armenia,ARM,Europe,EUR,Female,FMLE,35-44 years,YEARS35-44,0.56
2019,Panama,PAN,Americas,AMR,Female,FMLE,45-54 years,YEARS45-54,0.56
2019,Maldives,MDV,South-East Asia,SEAR,Female,FMLE,35-44 years,YEARS35-44,0.57
2019,Costa Rica,CRI,Americas,AMR,Female,FMLE,65-74 years,YEARS65-74,0.58
2019,Sao Tome and Principe,STP,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,0.65
2019,Honduras,HND,Americas,AMR,Female,FMLE,25-34 years,YEARS25-34,0.67
2019,Malawi,MWI,Africa,AFR,Female,FMLE,35-44 years,YEARS35-44,0.67
2019,Maldives,MDV,South-East Asia,SEAR,Female,FMLE,45-54 years,YEARS45-54,0.68
2019,Sao Tome and Principe,STP,Africa,AFR,Female,FMLE,25-34 years,YEARS25-34,0.68
2019,Venezuela,VEN,Americas,AMR,Female,FMLE,25-34 years,YEARS25-34,0.69
2019,Barbados,BRB,Americas,AMR,Both sexes,BTSX,45-54 years,YEARS45-54,0.71
2019,Barbados,BRB,Americas,AMR,Male,MLE,35-44 years,YEARS35-44,0.72
2019,Kuwait,KWT,Eastern Mediterranean,EMR,Female,FMLE,15-24 years,YEARS15-24,0.72
2019,Honduras,HND,Americas,AMR,Female,FMLE,15-24 years,YEARS15-24,0.73
2019,Kuwait,KWT,Eastern Mediterranean,EMR,Female,FMLE,55-64 years,YEARS55-64,0.73
2019,Venezuela,VEN,Americas,AMR,Female,FMLE,35-44 years,YEARS35-44,0.74
2019,Honduras,HND,Americas,AMR,Female,FMLE,35-44 years,YEARS35-44,0.75
2019,Kuwait,KWT,Eastern Mediterranean,EMR,Female,FMLE,45-54 years,YEARS45-54,0.76
2019,Malta,MLT,Europe,EUR,Female,FMLE,75-84 years,YEARS75-84,0.76
2019,Venezuela,VEN,Americas,AMR,Female,FMLE,45-54 years,YEARS45-54,0.76
2019,Ireland,IRL,Europe,EUR,Female,FMLE,85+ years,YEARS85PLUS,0.78
2019,Jordan,JOR,Eastern Mediterranean,EMR,Female,FMLE,15-24 years,YEARS15-24,0.78
2019,Qatar,QAT,Eastern Mediterranean,EMR,Female,FMLE,55-64 years,YEARS55-64,0.78
2019,Oman,OMN,Eastern Mediterranean,EMR,Female,FMLE,45-54 years,YEARS45-54,0.8
2019,Greece,GRC,Europe,EUR,Female,FMLE,15-24 years,YEARS15-24,0.81
2019,Ghana,GHA,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,0.84
2019,Syria,SYR,Eastern Mediterranean,EMR,Female,FMLE,15-24 years,YEARS15-24,0.84
2019,Nigeria,NGA,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,0.85
2019,Syria,SYR,Eastern Mediterranean,EMR,Female,FMLE,55-64 years,YEARS55-64,0.85
2019,Cyprus,CYP,Europe,EUR,Female,FMLE,15-24 years,YEARS15-24,0.86
2019,Philippines,PHL,Western Pacific,WPR,Female,FMLE,45-54 years,YEARS45-54,0.86
2019,Syria,SYR,Eastern Mediterranean,EMR,Female,FMLE,45-54 years,YEARS45-54,0.86
2019,Philippines,PHL,Western Pacific,WPR,Female,FMLE,55-64 years,YEARS55-64,0.87
2019,Indonesia,IDN,South-East Asia,SEAR,Female,FMLE,35-44 years,YEARS35-44,0.88
2019,Gabon,GAB,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,0.91
2019,Indonesia,IDN,South-East Asia,SEAR,Female,FMLE,25-34 years,YEARS25-34,0.91
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Both sexes,BTSX,25-34 years,YEARS25-34,0.91
2019,Ghana,GHA,Africa,AFR,Female,FMLE,25-34 years,YEARS25-34,0.92
2019,Jordan,JOR,Eastern Mediterranean,EMR,Female,FMLE,45-54 years,YEARS45-54,0.92
2019,Qatar,QAT,Eastern Mediterranean,EMR,Female,FMLE,45-54 years,YEARS45-54,0.92
2019,Syria,SYR,Eastern Mediterranean,EMR,Female,FMLE,35-44 years,YEARS35-44,0.92
2019,Jamaica,JAM,Americas,AMR,Female,FMLE,15-24 years,YEARS15-24,0.93
2019,Nigeria,NGA,Africa,AFR,Female,FMLE,25-34 years,YEARS25-34,0.93
2019,Oman,OMN,Eastern Mediterranean,EMR,Female,FMLE,35-44 years,YEARS35-44,0.95
2019,Armenia,ARM,Europe,EUR,Female,FMLE,15-24 years,YEARS15-24,0.97
2019,Nicaragua,NIC,Americas,AMR,Female,FMLE,55-64 years,YEARS55-64,0.97
2019,Italy,ITA,Europe,EUR,Female,FMLE,15-24 years,YEARS15-24,0.98
2019,Jordan,JOR,Eastern Mediterranean,EMR,Female,FMLE,25-34 years,YEARS25-34,0.98
2019,Mauritania,MRT,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,0.98
2019,Syria,SYR,Eastern Mediterranean,EMR,Female,FMLE,25-34 years,YEARS25-34,0.98
2019,Indonesia,IDN,South-East Asia,SEAR,Female,FMLE,15-24 years,YEARS15-24,1.02
2019,Kuwait,KWT,Eastern Mediterranean,EMR,Female,FMLE,65-74 years,YEARS65-74,1.03
2019,Serbia,SRB,Europe,EUR,Female,FMLE,15-24 years,YEARS15-24,1.03
2019,Turkey,TUR,Europe,EUR,Female,FMLE,45-54 years,YEARS45-54,1.04
2019,Nicaragua,NIC,Americas,AMR,Female,FMLE,65-74 years,YEARS65-74,1.05
2019,Venezuela,VEN,Americas,AMR,Female,FMLE,65-74 years,YEARS65-74,1.05
2019,Jordan,JOR,Eastern Mediterranean,EMR,Female,FMLE,55-64 years,YEARS55-64,1.06
2019,Jordan,JOR,Eastern Mediterranean,EMR,Female,FMLE,35-44 years,YEARS35-44,1.07
2019,Philippines,PHL,Western Pacific,WPR,Female,FMLE,35-44 years,YEARS35-44,1.07
2019,Maldives,MDV,South-East Asia,SEAR,Female,FMLE,55-64 years,YEARS55-64,1.08
2019,Bahamas,BHS,Americas,AMR,Female,FMLE,55-64 years,YEARS55-64,1.09
2019,Turkey,TUR,Europe,EUR,Female,FMLE,55-64 years,YEARS55-64,1.09
2019,Venezuela,VEN,Americas,AMR,Female,FMLE,55-64 years,YEARS55-64,1.09
2019,Jamaica,JAM,Americas,AMR,Female,FMLE,55-64 years,YEARS55-64,1.1
2019,Cyprus,CYP,Europe,EUR,Female,FMLE,55-64 years,YEARS55-64,1.11
2019,Mauritius,MUS,Africa,AFR,Female,FMLE,55-64 years,YEARS55-64,1.11
2019,El Salvador,SLV,Americas,AMR,Female,FMLE,55-64 years,YEARS55-64,1.12
2019,Turkey,TUR,Europe,EUR,Female,FMLE,35-44 years,YEARS35-44,1.12
2019,Bahamas,BHS,Americas,AMR,Female,FMLE,65-74 years,YEARS65-74,1.14
2019,Malta,MLT,Europe,EUR,Female,FMLE,65-74 years,YEARS65-74,1.14
2019,Myanmar,MMR,South-East Asia,SEAR,Female,FMLE,35-44 years,YEARS35-44,1.15
2019,Venezuela,VEN,Americas,AMR,Female,FMLE,15-24 years,YEARS15-24,1.15
2019,Myanmar,MMR,South-East Asia,SEAR,Female,FMLE,15-24 years,YEARS15-24,1.17
2019,Panama,PAN,Americas,AMR,Female,FMLE,25-34 years,YEARS25-34,1.17
2019,Sao Tome and Principe,STP,Africa,AFR,Female,FMLE,35-44 years,YEARS35-44,1.17
2019,Turkey,TUR,Europe,EUR,Female,FMLE,25-34 years,YEARS25-34,1.17
2019,Kenya,KEN,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,1.18
2019,Kuwait,KWT,Eastern Mediterranean,EMR,Female,FMLE,25-34 years,YEARS25-34,1.18
2019,Kuwait,KWT,Eastern Mediterranean,EMR,Female,FMLE,35-44 years,YEARS35-44,1.18
2019,Albania,ALB,Europe,EUR,Female,FMLE,35-44 years,YEARS35-44,1.19
2019,Maldives,MDV,South-East Asia,SEAR,Female,FMLE,25-34 years,YEARS25-34,1.2
2019,Bahrain,BHR,Eastern Mediterranean,EMR,Female,FMLE,45-54 years,YEARS45-54,1.21
2019,Bahrain,BHR,Eastern Mediterranean,EMR,Female,FMLE,55-64 years,YEARS55-64,1.21
2019,Myanmar,MMR,South-East Asia,SEAR,Female,FMLE,25-34 years,YEARS25-34,1.21
2019,Philippines,PHL,Western Pacific,WPR,Female,FMLE,15-24 years,YEARS15-24,1.21
2019,Uganda,UGA,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,1.21
2019,Armenia,ARM,Europe,EUR,Female,FMLE,25-34 years,YEARS25-34,1.22
2019,Mauritania,MRT,Africa,AFR,Female,FMLE,25-34 years,YEARS25-34,1.22
2019,Syria,SYR,Eastern Mediterranean,EMR,Female,FMLE,65-74 years,YEARS65-74,1.23
2019,Thailand,THA,South-East Asia,SEAR,Female,FMLE,15-24 years,YEARS15-24,1.23
2019,Kuwait,KWT,Eastern Mediterranean,EMR,Female,FMLE,75-84 years,YEARS75-84,1.24
2019,Maldives,MDV,South-East Asia,SEAR,Female,FMLE,15-24 years,YEARS15-24,1.24
2019,Bahamas,BHS,Americas,AMR,Female,FMLE,45-54 years,YEARS45-54,1.25
2019,Bahamas,BHS,Americas,AMR,Female,FMLE,75-84 years,YEARS75-84,1.26
2019,South Sudan,SSD,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,1.26
2019,Venezuela,VEN,Americas,AMR,Female,FMLE,75-84 years,YEARS75-84,1.26
2019,Armenia,ARM,Europe,EUR,Both sexes,BTSX,15-24 years,YEARS15-24,1.29
2019,Colombia,COL,Americas,AMR,Female,FMLE,65-74 years,YEARS65-74,1.29
2019,Colombia,COL,Americas,AMR,Female,FMLE,75-84 years,YEARS75-84,1.29
2019,Ghana,GHA,Africa,AFR,Female,FMLE,35-44 years,YEARS35-44,1.29
2019,Myanmar,MMR,South-East Asia,SEAR,Female,FMLE,45-54 years,YEARS45-54,1.29
2019,Jamaica,JAM,Americas,AMR,Female,FMLE,35-44 years,YEARS35-44,1.3
2019,Jamaica,JAM,Americas,AMR,Female,FMLE,45-54 years,YEARS45-54,1.3
2019,Malaysia,MYS,Western Pacific,WPR,Female,FMLE,15-24 years,YEARS15-24,1.3
2019,Peru,PER,Americas,AMR,Female,FMLE,55-64 years,YEARS55-64,1.3
2019,Angola,AGO,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,1.31
2019,Armenia,ARM,Europe,EUR,Female,FMLE,45-54 years,YEARS45-54,1.31
2019,DR Congo,COD,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,1.32
2019,Greece,GRC,Europe,EUR,Female,FMLE,85+ years,YEARS85PLUS,1.32
2019,St. Lucia,LCA,Americas,AMR,Female,FMLE,15-24 years,YEARS15-24,1.32
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Both sexes,BTSX,15-24 years,YEARS15-24,1.32
2019,Cyprus,CYP,Europe,EUR,Female,FMLE,25-34 years,YEARS25-34,1.33
2019,Malawi,MWI,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,1.33
2019,Azerbaijan,AZE,Europe,EUR,Female,FMLE,15-24 years,YEARS15-24,1.34
2019,Greece,GRC,Europe,EUR,Female,FMLE,75-84 years,YEARS75-84,1.34
2019,Oman,OMN,Eastern Mediterranean,EMR,Female,FMLE,55-64 years,YEARS55-64,1.35
2019,Azerbaijan,AZE,Europe,EUR,Female,FMLE,25-34 years,YEARS25-34,1.36
2019,Colombia,COL,Americas,AMR,Female,FMLE,55-64 years,YEARS55-64,1.36
2019,Peru,PER,Americas,AMR,Female,FMLE,45-54 years,YEARS45-54,1.36
2019,Algeria,DZA,Africa,AFR,Female,FMLE,55-64 years,YEARS55-64,1.37
2019,Indonesia,IDN,South-East Asia,SEAR,Female,FMLE,45-54 years,YEARS45-54,1.37
2019,Peru,PER,Americas,AMR,Female,FMLE,35-44 years,YEARS35-44,1.37
2019,Belize,BLZ,Americas,AMR,Female,FMLE,35-44 years,YEARS35-44,1.38
2019,Gambia,GMB,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,1.38
2019,Tanzania,TZA,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,1.38
2019,Mexico,MEX,Americas,AMR,Female,FMLE,65-74 years,YEARS65-74,1.4
2019,Jamaica,JAM,Americas,AMR,Female,FMLE,25-34 years,YEARS25-34,1.41
2019,Philippines,PHL,Western Pacific,WPR,Female,FMLE,25-34 years,YEARS25-34,1.41
2019,Uganda,UGA,Africa,AFR,Female,FMLE,25-34 years,YEARS25-34,1.41
2019,Congo Republic,COG,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,1.42
2019,Saudi Arabia,SAU,Eastern Mediterranean,EMR,Female,FMLE,15-24 years,YEARS15-24,1.43
2019,Armenia,ARM,Europe,EUR,Both sexes,BTSX,25-34 years,YEARS25-34,1.44
2019,Senegal,SEN,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,1.44
2019,Venezuela,VEN,Americas,AMR,Female,FMLE,85+ years,YEARS85PLUS,1.45
2019,Cyprus,CYP,Europe,EUR,Female,FMLE,65-74 years,YEARS65-74,1.47
2019,Guyana,GUY,Americas,AMR,Female,FMLE,75-84 years,YEARS75-84,1.47
2019,Romania,ROU,Europe,EUR,Female,FMLE,15-24 years,YEARS15-24,1.47
2019,Barbados,BRB,Americas,AMR,Male,MLE,45-54 years,YEARS45-54,1.48
2019,Seychelles,SYC,Africa,AFR,Female,FMLE,55-64 years,YEARS55-64,1.48
2019,Armenia,ARM,Europe,EUR,Female,FMLE,55-64 years,YEARS55-64,1.49
2019,Oman,OMN,Eastern Mediterranean,EMR,Female,FMLE,25-34 years,YEARS25-34,1.49
2019,Panama,PAN,Americas,AMR,Female,FMLE,65-74 years,YEARS65-74,1.49
2019,Azerbaijan,AZE,Europe,EUR,Female,FMLE,35-44 years,YEARS35-44,1.5
2019,Ethiopia,ETH,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,1.52
2019,Lebanon,LBN,Eastern Mediterranean,EMR,Female,FMLE,45-54 years,YEARS45-54,1.52
2019,Israel,ISR,Europe,EUR,Female,FMLE,15-24 years,YEARS15-24,1.53
2019,Bahamas,BHS,Americas,AMR,Female,FMLE,15-24 years,YEARS15-24,1.54
2019,Bhutan,BTN,South-East Asia,SEAR,Female,FMLE,15-24 years,YEARS15-24,1.54
2019,Georgia,GEO,Europe,EUR,Female,FMLE,25-34 years,YEARS25-34,1.54
2019,Malawi,MWI,Africa,AFR,Female,FMLE,25-34 years,YEARS25-34,1.54
2019,South Sudan,SSD,Africa,AFR,Female,FMLE,25-34 years,YEARS25-34,1.54
2019,Albania,ALB,Europe,EUR,Female,FMLE,25-34 years,YEARS25-34,1.55
2019,Mexico,MEX,Americas,AMR,Female,FMLE,55-64 years,YEARS55-64,1.56
2019,Jordan,JOR,Eastern Mediterranean,EMR,Both sexes,BTSX,15-24 years,YEARS15-24,1.57
2019,Sao Tome and Principe,STP,Africa,AFR,Both sexes,BTSX,15-24 years,YEARS15-24,1.57
2019,Armenia,ARM,Europe,EUR,Male,MLE,15-24 years,YEARS15-24,1.58
2019,Honduras,HND,Americas,AMR,Both sexes,BTSX,15-24 years,YEARS15-24,1.58
2019,Myanmar,MMR,South-East Asia,SEAR,Female,FMLE,55-64 years,YEARS55-64,1.61
2019,Seychelles,SYC,Africa,AFR,Female,FMLE,35-44 years,YEARS35-44,1.61
2019,Colombia,COL,Americas,AMR,Female,FMLE,45-54 years,YEARS45-54,1.62
2019,Indonesia,IDN,South-East Asia,SEAR,Female,FMLE,55-64 years,YEARS55-64,1.63
2019,Portugal,PRT,Europe,EUR,Female,FMLE,15-24 years,YEARS15-24,1.63
2019,Seychelles,SYC,Africa,AFR,Female,FMLE,15-24 years,YEARS15-24,1.64
2019,Albania,ALB,Europe,EUR,Female,FMLE,55-64 years,YEARS55-64,1.65
2019,Bangladesh,BGD,South-East Asia,SEAR,Female,FMLE,55-64 years,YEARS55-64,1.65
2019,Seychelles,SYC,Africa,AFR,Female,FMLE,45-54 years,YEARS45-54,1.65
2019,Tanzania,TZA,Africa,AFR,Female,FMLE,25-34 years,YEARS25-34,1.66
2019,Chile,CHL,Americas,AMR,Female,FMLE,85+ years,YEARS85PLUS,1.67
2019,Colombia,COL,Americas,AMR,Female,FMLE,35-44 years,YEARS35-44,1.67
2019,Spain,ESP,Europe,EUR,Female,FMLE,15-24 years,YEARS15-24,1.67
2019,United Arab Emirates,ARE,Eastern Mediterranean,EMR,Female,FMLE,65-74 years,YEARS65-74,1.67
2019,Bangladesh,BGD,South-East Asia,SEAR,Female,FMLE,25-34 years,YEARS25-34,1.68
2019,Jamaica,JAM,Americas,AMR,Both sexes,BTSX,15-24 years,YEARS15-24,1.68
2019,Syria,SYR,Eastern Mediterranean,EMR,Female,FMLE,75-84 years,YEARS75-84,1.68
2019,Armenia,ARM,Europe,EUR,Male,MLE,25-34 years,YEARS25-34,1.69
2019,Nigeria,NGA,Africa,AFR,Female,FMLE,35-44 years,YEARS35-44,1.69
2019,Italy,ITA,Europe,EUR,Female,FMLE,25-34 years,YEARS25-34,1.7
