Year,Country,CountryCode,ParentCountry,ParentCountryCode,Sex,SexCode,AgeGroup,AgeGroupCode,SuicideRate
2019,DR Congo,COD,Africa,AFR,Female,FMLE,85+ years,YEARS85PLUS,53.83
2019,Namibia,NAM,Africa,AFR,Male,MLE,45-54 years,YEARS45-54,53.85
2019,Gabon,GAB,Africa,AFR,Male,MLE,55-64 years,YEARS55-64,53.98
2019,Montenegro,MNE,Europe,EUR,Male,MLE,55-64 years,YEARS55-64,54.06
2019,"Micronesia, Fed. Sts.",FSM,Western Pacific,WPR,Both sexes,BTSX,25-34 years,YEARS25-34,54.11
2019,Burkina Faso,BFA,Africa,AFR,Both sexes,BTSX,65-74 years,YEARS65-74,54.17
2019,South Africa,ZAF,Africa,AFR,Both sexes,BTSX,85+ years,YEARS85PLUS,54.18
2019,Lithuania,LTU,Europe,EUR,Male,MLE,45-54 years,YEARS45-54,54.29
2019,Bosnia and Herzegovina,BIH,Europe,EUR,Both sexes,BTSX,85+ years,YEARS85PLUS,54.59
2019,Cuba,CUB,Americas,AMR,Both sexes,BTSX,85+ years,YEARS85PLUS,54.87
2019,Ukraine,UKR,Europe,EUR,Male,MLE,35-44 years,YEARS35-44,55.23
2019,Belarus,BLR,Europe,EUR,Male,MLE,45-54 years,YEARS45-54,55.24
2019,Gabon,GAB,Africa,AFR,Female,FMLE,85+ years,YEARS85PLUS,55.26
