Year,Country,CountryCode,ParentCountry,ParentCountryCode,Sex,SexCode,SuicideRate,SuicideRateLower,SuicideRateUpper
2019,Antigua and Barbuda,ATG,Americas,AMR,Male,MLE,0.0,0.0,0.0
2019,Barbados,BRB,Americas,AMR,Female,FMLE,0.16,0.11,0.22
2019,Barbados,BRB,Americas,AMR,Both sexes,BTSX,0.31,0.22,0.42
2019,Antigua and Barbuda,ATG,Americas,AMR,Both sexes,BTSX,0.32,0.22,0.45
2019,Barbados,BRB,Americas,AMR,Male,MLE,0.49,0.34,0.65
2019,Grenada,GRD,Americas,AMR,Male,MLE,0.53,0.4,0.68
2019,Antigua and Barbuda,ATG,Americas,AMR,Female,FMLE,0.6,0.41,0.85
2019,Grenada,GRD,Americas,AMR,Both sexes,BTSX,0.64,0.45,0.88
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Female,FMLE,0.67,0.41,0.99
2019,Venezuela,VEN,Americas,AMR,Female,FMLE,0.69,0.45,1.02
2019,Grenada,GRD,Americas,AMR,Female,FMLE,0.73,0.48,1.05
2019,Kuwait,KWT,Eastern Mediterranean,EMR,Female,FMLE,0.74,0.5,1.07
2019,Syria,SYR,Eastern Mediterranean,EMR,Female,FMLE,0.75,0.46,1.16
2019,Brunei Darussalam,BRN,Western Pacific,WPR,Female,FMLE,0.78,0.5,1.17
2019,Maldives,MDV,South-East Asia,SEAR,Female,FMLE,0.85,0.51,1.34
2019,Jordan,JOR,Eastern Mediterranean,EMR,Female,FMLE,0.93,0.61,1.37
2019,Honduras,HND,Americas,AMR,Female,FMLE,0.98,0.53,1.69
2019,Panama,PAN,Americas,AMR,Female,FMLE,0.98,0.64,1.43
2019,Jamaica,JAM,Americas,AMR,Female,FMLE,1.0,0.66,1.46
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Both sexes,BTSX,1.01,0.7,1.41
2019,Armenia,ARM,Europe,EUR,Female,FMLE,1.02,0.72,1.41
2019,Cyprus,CYP,Europe,EUR,Female,FMLE,1.06,0.75,1.45
2019,Myanmar,MMR,South-East Asia,SEAR,Female,FMLE,1.09,0.64,1.76
2019,Oman,OMN,Eastern Mediterranean,EMR,Female,FMLE,1.12,0.66,1.78
2019,Sao Tome and Principe,STP,Africa,AFR,Female,FMLE,1.15,0.66,1.89
2019,Indonesia,IDN,South-East Asia,SEAR,Female,FMLE,1.15,0.88,1.5
2019,Turkey,TUR,Europe,EUR,Female,FMLE,1.19,0.77,1.74
2019,Bahamas,BHS,Americas,AMR,Female,FMLE,1.23,0.81,1.8
2019,Philippines,PHL,Western Pacific,WPR,Female,FMLE,1.32,1.01,9.65
2019,Seychelles,SYC,Africa,AFR,Female,FMLE,1.33,0.89,1.9
2019,St. Vincent and the Grenadines,VCT,Americas,AMR,Male,MLE,1.33,0.97,1.82
2019,Peru,PER,Americas,AMR,Female,FMLE,1.38,0.79,2.23
2019,Greece,GRC,Europe,EUR,Female,FMLE,1.45,1.09,1.88
2019,St. Lucia,LCA,Americas,AMR,Female,FMLE,1.47,1.02,2.06
2019,Azerbaijan,AZE,Europe,EUR,Female,FMLE,1.48,0.88,2.37
2019,Bangladesh,BGD,South-East Asia,SEAR,Female,FMLE,1.66,0.98,2.61
2019,Lebanon,LBN,Eastern Mediterranean,EMR,Female,FMLE,1.67,0.88,2.8
2019,Qatar,QAT,Eastern Mediterranean,EMR,Female,FMLE,1.69,1.01,2.63
2019,Colombia,COL,Americas,AMR,Female,FMLE,1.71,1.14,2.44
2019,Ghana,GHA,Africa,AFR,Female,FMLE,1.79,1.03,2.83
2019,Belize,BLZ,Americas,AMR,Female,FMLE,1.83,1.29,2.52
2019,Tunisia,TUN,Eastern Mediterranean,EMR,Female,FMLE,1.84,0.91,3.16
2019,Dominican Republic,DOM,Americas,AMR,Female,FMLE,1.85,1.07,3.02
2019,Algeria,DZA,Africa,AFR,Female,FMLE,1.9,1.01,3.13
2019,Saudi Arabia,SAU,Eastern Mediterranean,EMR,Female,FMLE,1.91,1.11,3.08
2019,Nicaragua,NIC,Americas,AMR,Female,FMLE,1.91,1.22,2.81
2019,Papua New Guinea,PNG,Western Pacific,WPR,Female,FMLE,1.93,1.09,3.17
2019,Costa Rica,CRI,Americas,AMR,Female,FMLE,1.93,1.26,2.79
2019,Jordan,JOR,Eastern Mediterranean,EMR,Both sexes,BTSX,1.98,1.29,2.9
2019,Morocco,MAR,Eastern Mediterranean,EMR,Male,MLE,10.07,4.48,18.47
2019,Nigeria,NGA,Africa,AFR,Male,MLE,10.13,6.03,17.16
2019,Niger,NER,Africa,AFR,Both sexes,BTSX,10.15,5.39,17.81
2019,Cuba,CUB,Americas,AMR,Both sexes,BTSX,10.19,7.46,18.01
2019,New Zealand,NZL,Western Pacific,WPR,Both sexes,BTSX,10.3,8.6,12.24
2019,Guatemala,GTM,Americas,AMR,Male,MLE,10.31,7.21,14.21
2019,Brazil,BRA,Americas,AMR,Male,MLE,10.32,9.34,17.75
2019,Canada,CAN,Americas,AMR,Both sexes,BTSX,10.34,8.35,14.8
2019,South Sudan,SSD,Africa,AFR,Male,MLE,10.38,5.77,17.94
2019,Austria,AUT,Europe,EUR,Both sexes,BTSX,10.4,8.59,12.5
2019,United Kingdom,GBR,Europe,EUR,Male,MLE,10.4,9.87,11.06
2019,Uganda,UGA,Africa,AFR,Both sexes,BTSX,10.45,6.43,16.47
2019,Mali,MLI,Africa,AFR,Male,MLE,10.46,4.94,20.67
2019,Ghana,GHA,Africa,AFR,Both sexes,BTSX,10.54,6.47,16.05
2019,Vietnam,VNM,Western Pacific,WPR,Male,MLE,10.56,5.44,16.48
2019,Bulgaria,BGR,Europe,EUR,Male,MLE,10.57,7.53,14.31
2019,Malawi,MWI,Africa,AFR,Both sexes,BTSX,10.58,6.64,15.99
2019,North Korea,PRK,South-East Asia,SEAR,Male,MLE,10.65,5.99,18.59
2019,Macedonia,MKD,Europe,EUR,Male,MLE,10.98,7.18,15.98
2019,Senegal,SEN,Africa,AFR,Both sexes,BTSX,10.99,6.52,17.15
2019,Kenya,KEN,Africa,AFR,Both sexes,BTSX,11.01,7.75,15.47
2019,Croatia,HRV,Europe,EUR,Both sexes,BTSX,11.01,7.85,15.03
2019,Denmark,DNK,Europe,EUR,Male,MLE,11.1,8.82,13.82
2019,India,IND,South-East Asia,SEAR,Female,FMLE,11.12,8.56,14.27
2019,El Salvador,SLV,Americas,AMR,Male,MLE,11.14,6.7,24.77
2019,Iceland,ISL,Europe,EUR,Both sexes,BTSX,11.15,8.71,13.97
2019,Haiti,HTI,Americas,AMR,Both sexes,BTSX,11.17,5.74,18.52
2019,Sierra Leone,SLE,Africa,AFR,Both sexes,BTSX,11.25,6.21,18.79
2019,Australia,AUS,Western Pacific,WPR,Both sexes,BTSX,11.25,9.27,16.5
2019,Comoros,COM,Africa,AFR,Male,MLE,11.33,5.03,22.65
2019,Portugal,PRT,Europe,EUR,Male,MLE,11.58,9.2,14.43
2019,Congo Republic,COG,Africa,AFR,Both sexes,BTSX,11.62,6.88,18.39
2019,Hungary,HUN,Europe,EUR,Both sexes,BTSX,11.77,8.86,15.37
2019,Suriname,SUR,Americas,AMR,Female,FMLE,11.79,7.47,17.42
2019,Luxembourg,LUX,Europe,EUR,Male,MLE,11.81,9.0,15.26
2019,Uzbekistan,UZB,Europe,EUR,Male,MLE,11.84,8.85,15.39
2019,Ecuador,ECU,Americas,AMR,Male,MLE,11.88,6.05,16.97
2019,Djibouti,DJI,Eastern Mediterranean,EMR,Both sexes,BTSX,11.95,5.9,21.36
2019,Estonia,EST,Europe,EUR,Both sexes,BTSX,11.96,8.26,16.62
2019,Burundi,BDI,Africa,AFR,Both sexes,BTSX,12.12,7.17,19.67
2019,Moldova,MDA,Europe,EUR,Both sexes,BTSX,12.17,9.31,24.05
2019,Serbia,SRB,Europe,EUR,Male,MLE,12.22,8.37,17.15
2019,Japan,JPN,Western Pacific,WPR,Both sexes,BTSX,12.24,11.61,12.87
2019,Guinea,GIN,Africa,AFR,Both sexes,BTSX,12.33,6.72,20.44
2019,Sweden,SWE,Europe,EUR,Both sexes,BTSX,12.37,10.52,14.39
2019,Guinea-Bissau,GNB,Africa,AFR,Both sexes,BTSX,12.38,7.05,19.94
2019,DR Congo,COD,Africa,AFR,Both sexes,BTSX,12.41,7.41,19.61
2019,Netherlands,NLD,Europe,EUR,Male,MLE,12.48,10.32,14.93
2019,St. Lucia,LCA,Americas,AMR,Male,MLE,12.51,8.95,16.89
2019,Angola,AGO,Africa,AFR,Both sexes,BTSX,12.55,7.7,19.43
2019,Romania,ROU,Europe,EUR,Male,MLE,12.62,9.5,16.4
2019,Singapore,SGP,Western Pacific,WPR,Male,MLE,12.67,10.26,15.41
2019,Benin,BEN,Africa,AFR,Both sexes,BTSX,12.71,7.57,20.41
2019,Germany,DEU,Europe,EUR,Male,MLE,12.8,10.5,15.39
2019,Sri Lanka,LKA,South-East Asia,SEAR,Both sexes,BTSX,12.89,8.32,21.0
2019,India,IND,South-East Asia,SEAR,Both sexes,BTSX,12.91,9.29,16.5
2019,Fiji,FJI,Western Pacific,WPR,Male,MLE,13.08,8.24,19.57
2019,Trinidad and Tobago,TTO,Americas,AMR,Male,MLE,13.09,8.66,18.87
2019,Gabon,GAB,Africa,AFR,Both sexes,BTSX,13.11,7.5,21.26
2019,"Micronesia, Fed. Sts.",FSM,Western Pacific,WPR,Female,FMLE,13.21,5.44,22.09
2019,Chad,TCD,Africa,AFR,Both sexes,BTSX,13.22,7.54,21.54
2019,Gambia,GMB,Africa,AFR,Male,MLE,13.27,6.72,23.31
2019,Madagascar,MDG,Africa,AFR,Male,MLE,13.33,7.9,21.15
2019,Costa Rica,CRI,Americas,AMR,Male,MLE,13.35,9.33,18.34
2019,Chile,CHL,Americas,AMR,Male,MLE,13.4,10.92,16.23
2019,Norway,NOR,Europe,EUR,Male,MLE,13.4,12.19,14.78
2019,Finland,FIN,Europe,EUR,Both sexes,BTSX,13.43,10.94,16.13
2019,South Korea,KOR,Western Pacific,WPR,Female,FMLE,13.43,11.11,15.97
2019,Zimbabwe,ZWE,Africa,AFR,Female,FMLE,13.46,7.51,21.97
2019,Argentina,ARG,Americas,AMR,Male,MLE,13.48,10.76,16.58
2019,Bosnia and Herzegovina,BIH,Europe,EUR,Male,MLE,13.48,8.27,19.37
2019,Kyrgyz Republic,KGZ,Europe,EUR,Male,MLE,13.49,10.37,17.34
2019,Tanzania,TZA,Africa,AFR,Male,MLE,13.5,8.44,20.48
2019,Equatorial Guinea,GNQ,Africa,AFR,Both sexes,BTSX,13.51,7.2,24.44
2019,Namibia,NAM,Africa,AFR,Both sexes,BTSX,13.51,7.62,22.65
2019,Belize,BLZ,Americas,AMR,Male,MLE,13.64,9.89,18.24
2019,Thailand,THA,South-East Asia,SEAR,Male,MLE,13.87,8.62,20.62
2019,Belgium,BEL,Europe,EUR,Both sexes,BTSX,13.93,11.49,16.63
2019,Georgia,GEO,Europe,EUR,Male,MLE,13.97,9.65,19.39
2019,Slovenia,SVN,Europe,EUR,Both sexes,BTSX,13.97,9.88,19.53
2019,Seychelles,SYC,Africa,AFR,Male,MLE,14.0,9.25,20.02
2019,Niger,NER,Africa,AFR,Male,MLE,14.15,7.24,25.51
2019,Switzerland,CHE,Europe,EUR,Male,MLE,14.16,11.52,17.24
2019,Ethiopia,ETH,Africa,AFR,Male,MLE,14.16,9.75,20.81
2019,Ireland,IRL,Europe,EUR,Male,MLE,14.32,11.39,17.79
2019,Burkina Faso,BFA,Africa,AFR,Both sexes,BTSX,14.38,8.77,22.09
2019,Zambia,ZMB,Africa,AFR,Both sexes,BTSX,14.43,8.83,22.12
2019,United States,USA,Americas,AMR,Both sexes,BTSX,14.51,13.56,19.35
2019,Pakistan,PAK,Eastern Mediterranean,EMR,Male,MLE,14.55,6.61,27.79
2019,Samoa,WSM,Western Pacific,WPR,Both sexes,BTSX,14.6,7.64,23.46
2019,Somalia,SOM,Eastern Mediterranean,EMR,Both sexes,BTSX,14.66,7.0,26.15
2019,India,IND,South-East Asia,SEAR,Male,MLE,14.69,10.04,18.72
2019,Rwanda,RWA,Africa,AFR,Male,MLE,14.76,8.66,24.05
2019,Sierra Leone,SLE,Africa,AFR,Male,MLE,14.8,8.05,24.78
2019,Togo,TGO,Africa,AFR,Both sexes,BTSX,14.81,8.76,23.28
2019,Haiti,HTI,Americas,AMR,Male,MLE,14.87,7.31,24.78
2019,Lesotho,LSO,Africa,AFR,Male,MLE,146.9,53.22,261.2
2019,Mauritius,MUS,Africa,AFR,Male,MLE,15.03,10.91,20.06
2019,France,FRA,Europe,EUR,Male,MLE,15.16,12.3,21.73
2019,Cabo Verde,CPV,Africa,AFR,Both sexes,BTSX,15.23,9.49,23.19
2019,Canada,CAN,Americas,AMR,Male,MLE,15.35,12.49,18.42
2019,New Zealand,NZL,Western Pacific,WPR,Male,MLE,15.39,12.97,18.17
2019,Czech Republic,CZE,Europe,EUR,Male,MLE,15.44,11.78,19.9
2019,Cote d'Ivoire,CIV,Africa,AFR,Both sexes,BTSX,15.66,9.31,24.83
2019,Cameroon,CMR,Africa,AFR,Both sexes,BTSX,15.92,9.35,25.56
2019,Latvia,LVA,Europe,EUR,Both sexes,BTSX,16.06,11.22,22.15
2019,Montenegro,MNE,Europe,EUR,Both sexes,BTSX,16.22,10.88,23.55
2019,Djibouti,DJI,Eastern Mediterranean,EMR,Male,MLE,16.25,7.83,29.54
2019,Poland,POL,Europe,EUR,Male,MLE,16.46,13.06,20.72
2019,Belarus,BLR,Europe,EUR,Both sexes,BTSX,16.49,11.39,23.72
2019,Austria,AUT,Europe,EUR,Male,MLE,16.56,13.77,19.75
2019,Cuba,CUB,Americas,AMR,Male,MLE,16.67,12.28,30.67
2019,Slovakia,SVK,Europe,EUR,Male,MLE,16.71,10.92,36.9
2019,Sweden,SWE,Europe,EUR,Male,MLE,16.95,14.45,19.64
2019,Guyana,GUY,Americas,AMR,Female,FMLE,16.96,10.57,25.93
2019,Australia,AUS,Western Pacific,WPR,Male,MLE,16.97,14.11,26.08
2019,Eritrea,ERI,Africa,AFR,Both sexes,BTSX,17.26,9.46,28.27
2019,Solomon Islands,SLB,Western Pacific,WPR,Both sexes,BTSX,17.37,7.81,27.62
2019,Japan,JPN,Western Pacific,WPR,Male,MLE,17.53,16.71,18.35
2019,Croatia,HRV,Europe,EUR,Male,MLE,17.69,12.74,23.94
2019,Ukraine,UKR,Europe,EUR,Both sexes,BTSX,17.73,12.98,23.51
2019,Mongolia,MNG,Western Pacific,WPR,Both sexes,BTSX,18.02,11.01,28.04
2019,Kenya,KEN,Africa,AFR,Male,MLE,18.05,12.58,25.68
2019,Kazakhstan,KAZ,Europe,EUR,Both sexes,BTSX,18.05,13.89,23.16
2019,Congo Republic,COG,Africa,AFR,Male,MLE,18.28,11.03,28.51
2019,Guinea,GIN,Africa,AFR,Male,MLE,18.36,9.72,30.52
2019,Equatorial Guinea,GNQ,Africa,AFR,Male,MLE,18.48,10.17,33.18
2019,Senegal,SEN,Africa,AFR,Male,MLE,18.53,11.12,28.75
2019,Nepal,NPL,South-East Asia,SEAR,Male,MLE,18.56,10.12,28.73
2019,Iceland,ISL,Europe,EUR,Male,MLE,18.67,14.75,23.14
2019,Uruguay,URY,Americas,AMR,Both sexes,BTSX,18.83,15.07,23.13
2019,Burundi,BDI,Africa,AFR,Male,MLE,18.91,11.25,30.74
2019,Hungary,HUN,Europe,EUR,Male,MLE,19.15,14.57,24.73
2019,Uganda,UGA,Africa,AFR,Male,MLE,19.39,12.05,30.65
2019,Belgium,BEL,Europe,EUR,Male,MLE,19.55,16.31,23.12
2019,Guinea-Bissau,GNB,Africa,AFR,Male,MLE,19.78,11.22,31.63
2019,Malawi,MWI,Africa,AFR,Male,MLE,19.99,12.74,29.85
2019,El Salvador,SLV,Americas,AMR,Female,FMLE,2.08,1.32,3.12
2019,Italy,ITA,Europe,EUR,Female,FMLE,2.08,1.85,6.75
2019,Venezuela,VEN,Americas,AMR,Both sexes,BTSX,2.1,1.38,3.03
2019,Syria,SYR,Eastern Mediterranean,EMR,Both sexes,BTSX,2.11,1.28,3.23
2019,Israel,ISR,Europe,EUR,Female,FMLE,2.13,1.62,2.75
2019,Georgia,GEO,Europe,EUR,Female,FMLE,2.17,1.46,3.11
2019,Mexico,MEX,Americas,AMR,Female,FMLE,2.18,1.73,2.7
2019,Sao Tome and Principe,STP,Africa,AFR,Both sexes,BTSX,2.2,1.18,3.62
2019,Egypt,EGY,Eastern Mediterranean,EMR,Female,FMLE,2.22,1.1,3.85
2019,Albania,ALB,Europe,EUR,Female,FMLE,2.22,1.44,3.25
2019,Malta,MLT,Europe,EUR,Female,FMLE,2.25,1.62,3.02
2019,Bahrain,BHR,Eastern Mediterranean,EMR,Female,FMLE,2.27,1.52,3.27
2019,Jamaica,JAM,Americas,AMR,Both sexes,BTSX,2.28,1.53,3.25
2019,Thailand,THA,South-East Asia,SEAR,Female,FMLE,2.3,1.37,3.53
2019,Turkey,TUR,Europe,EUR,Both sexes,BTSX,2.34,1.56,3.49
2019,Romania,ROU,Europe,EUR,Female,FMLE,2.37,1.69,3.2
2019,Malaysia,MYS,Western Pacific,WPR,Female,FMLE,2.39,1.46,3.66
2019,Iraq,IRQ,Eastern Mediterranean,EMR,Female,FMLE,2.4,1.42,3.84
2019,Solomon Islands,SLB,Western Pacific,WPR,Female,FMLE,2.41,1.36,3.86
2019,Timor-Leste,TLS,South-East Asia,SEAR,Female,FMLE,2.42,0.94,4.03
2019,Poland,POL,Europe,EUR,Female,FMLE,2.43,1.85,3.16
2019,Guatemala,GTM,Americas,AMR,Female,FMLE,2.53,1.72,3.55
2019,Mauritius,MUS,Africa,AFR,Female,FMLE,2.53,1.75,3.52
2019,Brunei Darussalam,BRN,Western Pacific,WPR,Both sexes,BTSX,2.54,1.63,3.58
2019,Philippines,PHL,Western Pacific,WPR,Both sexes,BTSX,2.54,1.81,9.34
2019,Indonesia,IDN,South-East Asia,SEAR,Both sexes,BTSX,2.55,1.81,3.45
2019,Honduras,HND,Americas,AMR,Both sexes,BTSX,2.58,1.34,4.98
2019,Slovakia,SVK,Europe,EUR,Female,FMLE,2.58,1.7,3.75
2019,Algeria,DZA,Africa,AFR,Both sexes,BTSX,2.6,1.41,4.44
2019,United Arab Emirates,ARE,Eastern Mediterranean,EMR,Female,FMLE,2.63,1.49,4.3
2019,Kuwait,KWT,Eastern Mediterranean,EMR,Both sexes,BTSX,2.66,1.85,3.73
2019,Armenia,ARM,Europe,EUR,Both sexes,BTSX,2.66,1.94,3.55
2019,Peru,PER,Americas,AMR,Both sexes,BTSX,2.73,1.57,4.28
2019,Iran,IRN,Eastern Mediterranean,EMR,Female,FMLE,2.75,2.34,3.15
2019,Lebanon,LBN,Eastern Mediterranean,EMR,Both sexes,BTSX,2.76,1.43,5.04
2019,Maldives,MDV,South-East Asia,SEAR,Both sexes,BTSX,2.76,1.73,4.13
2019,Brazil,BRA,Americas,AMR,Female,FMLE,2.76,2.47,6.68
2019,Spain,ESP,Europe,EUR,Female,FMLE,2.83,2.21,3.53
2019,Panama,PAN,Americas,AMR,Both sexes,BTSX,2.86,1.92,4.08
2019,Bulgaria,BGR,Europe,EUR,Female,FMLE,2.86,1.93,4.09
2019,Libya,LBY,Eastern Mediterranean,EMR,Female,FMLE,2.9,1.57,4.86
2019,Turkmenistan,TKM,Europe,EUR,Female,FMLE,2.91,2.0,4.1
2019,Nepal,NPL,South-East Asia,SEAR,Female,FMLE,2.94,1.66,4.76
2019,Tonga,TON,Western Pacific,WPR,Female,FMLE,2.94,1.68,4.75
2019,Myanmar,MMR,South-East Asia,SEAR,Both sexes,BTSX,2.96,1.8,4.46
2019,Chile,CHL,Americas,AMR,Female,FMLE,2.98,2.32,3.71
2019,Ghana,GHA,Africa,AFR,Male,MLE,20.04,12.37,30.34
2019,Finland,FIN,Europe,EUR,Male,MLE,20.09,16.44,23.98
2019,Lithuania,LTU,Europe,EUR,Both sexes,BTSX,20.15,15.09,26.29
2019,Estonia,EST,Europe,EUR,Male,MLE,20.16,14.02,27.88
2019,Chad,TCD,Africa,AFR,Male,MLE,20.21,11.73,31.59
2019,Botswana,BWA,Africa,AFR,Both sexes,BTSX,20.22,10.86,34.48
2019,Benin,BEN,Africa,AFR,Male,MLE,20.29,12.28,32.25
2019,DR Congo,COD,Africa,AFR,Male,MLE,20.69,12.42,32.56
2019,Samoa,WSM,Western Pacific,WPR,Male,MLE,20.9,11.2,33.32
2019,Sri Lanka,LKA,South-East Asia,SEAR,Male,MLE,20.94,13.39,35.07
2019,Vanuatu,VUT,Western Pacific,WPR,Both sexes,BTSX,20.96,10.75,33.37
2019,South Korea,KOR,Western Pacific,WPR,Both sexes,BTSX,21.16,12.28,32.43
2019,Russia,RUS,Europe,EUR,Both sexes,BTSX,21.6,17.45,27.23
2019,Angola,AGO,Africa,AFR,Male,MLE,21.71,13.48,33.23
2019,Moldova,MDA,Europe,EUR,Male,MLE,22.14,17.11,28.39
2019,United States,USA,Americas,AMR,Male,MLE,22.4,20.92,29.96
2019,Slovenia,SVN,Europe,EUR,Male,MLE,22.67,16.18,31.46
2019,Somalia,SOM,Eastern Mediterranean,EMR,Male,MLE,22.75,10.36,41.18
2019,Central African Republic,CAF,Africa,AFR,Both sexes,BTSX,22.96,12.75,37.6
2019,Mozambique,MOZ,Africa,AFR,Both sexes,BTSX,23.19,13.59,36.38
2019,Gabon,GAB,Africa,AFR,Male,MLE,23.31,13.41,37.68
2019,South Africa,ZAF,Africa,AFR,Both sexes,BTSX,23.49,16.22,32.13
2019,Zimbabwe,ZWE,Africa,AFR,Both sexes,BTSX,23.63,12.62,37.48
2019,Togo,TGO,Africa,AFR,Male,MLE,23.99,14.37,37.02
2019,Burkina Faso,BFA,Africa,AFR,Male,MLE,24.45,15.15,37.01
2019,Namibia,NAM,Africa,AFR,Male,MLE,24.88,14.43,41.16
2019,Cameroon,CMR,Africa,AFR,Male,MLE,25.15,15.1,39.53
2019,Montenegro,MNE,Europe,EUR,Male,MLE,25.38,16.92,37.2
2019,Cote d'Ivoire,CIV,Africa,AFR,Male,MLE,25.65,15.38,40.43
2019,Zambia,ZMB,Africa,AFR,Male,MLE,25.74,15.96,38.99
2019,Suriname,SUR,Americas,AMR,Both sexes,BTSX,25.89,17.38,36.82
2019,Eritrea,ERI,Africa,AFR,Male,MLE,27.16,14.82,44.2
2019,Cabo Verde,CPV,Africa,AFR,Male,MLE,27.4,17.27,41.81
2019,"Micronesia, Fed. Sts.",FSM,Western Pacific,WPR,Both sexes,BTSX,28.99,11.8,47.0
2019,Latvia,LVA,Europe,EUR,Male,MLE,29.01,20.51,39.53
2019,South Korea,KOR,Western Pacific,WPR,Male,MLE,29.68,13.74,49.67
2019,Jordan,JOR,Eastern Mediterranean,EMR,Male,MLE,3.03,1.96,4.42
2019,Cambodia,KHM,Western Pacific,WPR,Female,FMLE,3.05,1.79,4.85
2019,Bhutan,BTN,South-East Asia,SEAR,Female,FMLE,3.08,1.73,5.0
2019,Tunisia,TUN,Eastern Mediterranean,EMR,Both sexes,BTSX,3.18,1.71,5.42
2019,Cyprus,CYP,Europe,EUR,Both sexes,BTSX,3.18,2.01,4.4
2019,Sudan,SDN,Eastern Mediterranean,EMR,Female,FMLE,3.26,1.52,5.85
2019,Paraguay,PRY,Americas,AMR,Female,FMLE,3.26,2.01,4.98
2019,Moldova,MDA,Europe,EUR,Female,FMLE,3.29,2.36,21.64
2019,Algeria,DZA,Africa,AFR,Male,MLE,3.3,1.82,5.73
2019,Malawi,MWI,Africa,AFR,Female,FMLE,3.3,1.96,5.22
2019,Argentina,ARG,Americas,AMR,Female,FMLE,3.31,2.58,4.15
2019,Sao Tome and Principe,STP,Africa,AFR,Male,MLE,3.34,1.77,5.53
2019,Bahamas,BHS,Americas,AMR,Both sexes,BTSX,3.37,2.31,4.79
2019,South Sudan,SSD,Africa,AFR,Female,FMLE,3.38,1.85,5.71
2019,Tajikistan,TJK,Europe,EUR,Female,FMLE,3.38,2.09,5.18
2019,Egypt,EGY,Eastern Mediterranean,EMR,Both sexes,BTSX,3.41,1.57,6.54
2019,Bosnia and Herzegovina,BIH,Europe,EUR,Female,FMLE,3.41,2.24,5.0
2019,United Kingdom,GBR,Europe,EUR,Female,FMLE,3.41,3.21,3.64
2019,Laos,LAO,Western Pacific,WPR,Female,FMLE,3.45,1.92,5.59
2019,Portugal,PRT,Europe,EUR,Female,FMLE,3.46,2.64,4.43
2019,Iceland,ISL,Europe,EUR,Female,FMLE,3.48,2.55,4.62
2019,Syria,SYR,Eastern Mediterranean,EMR,Male,MLE,3.51,2.12,5.36
2019,Macedonia,MKD,Europe,EUR,Female,FMLE,3.53,2.3,5.18
2019,Kyrgyz Republic,KGZ,Europe,EUR,Female,FMLE,3.54,2.63,4.68
2019,Papua New Guinea,PNG,Western Pacific,WPR,Both sexes,BTSX,3.57,2.03,6.29
2019,Ireland,IRL,Europe,EUR,Female,FMLE,3.57,2.69,4.56
2019,Turkey,TUR,Europe,EUR,Male,MLE,3.59,2.42,5.39
2019,Ecuador,ECU,Americas,AMR,Female,FMLE,3.6,2.49,5.01
2019,Greece,GRC,Europe,EUR,Both sexes,BTSX,3.62,2.82,4.61
2019,Jamaica,JAM,Americas,AMR,Male,MLE,3.63,2.45,5.14
2019,Venezuela,VEN,Americas,AMR,Male,MLE,3.65,2.41,5.23
2019,Trinidad and Tobago,TTO,Americas,AMR,Female,FMLE,3.66,2.27,5.5
2019,Uganda,UGA,Africa,AFR,Female,FMLE,3.7,2.21,5.88
2019,Albania,ALB,Europe,EUR,Both sexes,BTSX,3.72,2.05,5.72
2019,Tanzania,TZA,Africa,AFR,Female,FMLE,3.74,2.24,5.85
2019,Colombia,COL,Americas,AMR,Both sexes,BTSX,3.74,2.54,8.68
2019,Czech Republic,CZE,Europe,EUR,Female,FMLE,3.78,2.73,5.11
2019,Nigeria,NGA,Africa,AFR,Female,FMLE,3.79,1.78,6.07
2019,Gabon,GAB,Africa,AFR,Female,FMLE,3.81,2.14,6.15
2019,Kuwait,KWT,Eastern Mediterranean,EMR,Male,MLE,3.83,2.67,5.35
2019,Mauritania,MRT,Africa,AFR,Female,FMLE,3.85,2.06,6.48
2019,Bangladesh,BGD,South-East Asia,SEAR,Both sexes,BTSX,3.85,2.37,5.99
2019,Lebanon,LBN,Eastern Mediterranean,EMR,Male,MLE,3.87,1.99,7.31
2019,Philippines,PHL,Western Pacific,WPR,Male,MLE,3.88,2.69,9.36
2019,Serbia,SRB,Europe,EUR,Female,FMLE,3.89,2.64,5.47
2019,Germany,DEU,Europe,EUR,Female,FMLE,3.91,3.11,4.83
2019,Azerbaijan,AZE,Europe,EUR,Both sexes,BTSX,3.97,2.31,6.31
2019,Indonesia,IDN,South-East Asia,SEAR,Male,MLE,3.99,2.76,5.45
2019,Belarus,BLR,Europe,EUR,Male,MLE,30.12,20.95,43.25
2019,Kiribati,KIR,Western Pacific,WPR,Both sexes,BTSX,30.56,19.07,45.69
2019,Kazakhstan,KAZ,Europe,EUR,Male,MLE,30.88,23.84,39.59
2019,Mongolia,MNG,Western Pacific,WPR,Male,MLE,31.11,19.08,48.67
2019,Uruguay,URY,Americas,AMR,Male,MLE,31.12,25.14,37.99
2019,Solomon Islands,SLB,Western Pacific,WPR,Male,MLE,32.25,14.21,51.26
2019,Ukraine,UKR,Europe,EUR,Male,MLE,32.7,24.12,43.08
2019,Vanuatu,VUT,Western Pacific,WPR,Male,MLE,33.1,17.0,52.26
2019,Lesotho,LSO,Africa,AFR,Female,FMLE,34.56,13.22,83.11
2019,Botswana,BWA,Africa,AFR,Male,MLE,35.54,19.4,60.02
